0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 4.768351828252925806e-02 -6.457704177704686188e-01 6.889983351955363267e-01
1.845251368183292717e-01 0.000000000000000000e+00 0.000000000000000000e+00 -1.110489595650738653e-01 -5.897341488387582986e-01 7.088663376911343850e-01
5.613778430690530286e-01 0.000000000000000000e+00 0.000000000000000000e+00 -2.706314658500464376e-01 -2.919563727602364489e-01 3.455513563805809318e-01
1.009418483725843529e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.293008371891450403e-02 1.996874074576541480e-01 -1.670737311843062955e-01
1.386271189976567175e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.393471631037976610e-01 2.821290101919390336e-01 -1.827127958375125011e-02
1.570796326794896558e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.585224615861184350e-01 1.662793898246703317e-01 1.850021857698083971e-01
1.570796326794896558e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.585224615861184350e-01 1.662793898246703317e-01 1.850021857698083971e-01
1.755321463613225941e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.164630222418327893e-01 1.581364723734237157e-02 3.725505965364697691e-01
2.132174169863949587e+00 0.000000000000000000e+00 0.000000000000000000e+00 -8.286308941437506292e-02 -1.596740381652796692e-01 4.287447865091329469e-01
2.580214810520740087e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.928599676740665181e-01 1.210441105834712400e-01 7.325156768176191435e-02
2.957067516771463733e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.097403742730493070e-01 2.337336040396884029e-01 1.431505605235040141e-02
3.141592653589793116e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.194756865127230339e-02 8.571197568447345982e-02 9.508369537245064951e-02
3.141592653589793116e+00 0.000000000000000000e+00 0.000000000000000000e+00 -7.194756865127230339e-02 8.571197568447345982e-02 9.508369537245064951e-02
3.326117790408122499e+00 0.000000000000000000e+00 0.000000000000000000e+00 -5.998720637234743885e-02 -1.551266576751228476e-01 1.886403344273864524e-01
3.702970496658846145e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.424539072130283635e-01 -6.509554567523029300e-01 2.019149751928710768e-01
4.151011137315636645e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.674838003925929519e-01 -5.268642122306007591e-01 -9.969020152544197377e-02
4.527863843566359847e+00 0.000000000000000000e+00 0.000000000000000000e+00 -2.058917067897408637e-01 -3.262615696813975924e-02 -2.414387289793622771e-01
4.712388980384689674e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.061952965876090949e-01 1.139672782318265909e-01 -2.353114785170932755e-01
4.712388980384689674e+00 0.000000000000000000e+00 0.000000000000000000e+00 -1.061952965876090949e-01 1.139672782318265909e-01 -2.353114785170932755e-01
