          x                      y                      z            
5.6831944997474215e-01 7.8539816339744828e-01 5.6831944997474215e-01 
7.8539816339744828e-01 7.8539816339744828e-01 5.6831944997474226e-01 
0.0000000000000000e+00 0.0000000000000000e+00 7.8539816339744828e-01 
2.1707871342270596e-01 0.0000000000000000e+00 7.8539816339744828e-01 
5.6831944997474226e-01 0.0000000000000000e+00 7.8539816339744828e-01 
7.8539816339744828e-01 0.0000000000000000e+00 7.8539816339744828e-01 
0.0000000000000000e+00 2.1707871342270596e-01 7.8539816339744828e-01 
2.1707871342270599e-01 2.1707871342270599e-01 7.8539816339744817e-01 
5.6831944997474215e-01 2.1707871342270599e-01 7.8539816339744817e-01 
7.8539816339744828e-01 2.1707871342270596e-01 7.8539816339744828e-01 
0.0000000000000000e+00 5.6831944997474226e-01 7.8539816339744828e-01 
2.1707871342270599e-01 5.6831944997474215e-01 7.8539816339744817e-01 
5.6831944997474215e-01 5.6831944997474215e-01 7.8539816339744828e-01 
7.8539816339744828e-01 5.6831944997474226e-01 7.8539816339744828e-01 
0.0000000000000000e+00 7.8539816339744828e-01 7.8539816339744828e-01 
2.1707871342270596e-01 7.8539816339744828e-01 7.8539816339744828e-01 
5.6831944997474226e-01 7.8539816339744828e-01 7.8539816339744828e-01 
7.8539816339744828e-01 7.8539816339744828e-01 7.8539816339744828e-01 
7.8539816339744828e-01 0.0000000000000000e+00 0.0000000000000000e+00 
1.0024768768201542e+00 0.0000000000000000e+00 0.0000000000000000e+00 
1.3537176133721904e+00 0.0000000000000000e+00 0.0000000000000000e+00 
1.5707963267948966e+00 0.0000000000000000e+00 0.0000000000000000e+00 
7.8539816339744828e-01 2.1707871342270596e-01 0.0000000000000000e+00 
1.0024768768201542e+00 2.1707871342270599e-01 0.0000000000000000e+00 
1.3537176133721904e+00 2.1707871342270599e-01 0.0000000000000000e+00 
1.5707963267948966e+00 2.1707871342270596e-01 0.0000000000000000e+00 
7.8539816339744828e-01 5.6831944997474226e-01 0.0000000000000000e+00 
1.0024768768201542e+00 5.6831944997474215e-01 0.0000000000000000e+00 
1.3537176133721904e+00 5.6831944997474215e-01 0.0000000000000000e+00 
1.5707963267948966e+00 5.6831944997474226e-01 0.0000000000000000e+00 
7.8539816339744828e-01 7.8539816339744828e-01 0.0000000000000000e+00 
1.0024768768201542e+00 7.8539816339744828e-01 0.0000000000000000e+00 
1.3537176133721904e+00 7.8539816339744828e-01 0.0000000000000000e+00 
1.5707963267948966e+00 7.8539816339744828e-01 0.0000000000000000e+00 
7.8539816339744828e-01 0.0000000000000000e+00 2.1707871342270596e-01 
1.0024768768201542e+00 0.0000000000000000e+00 2.1707871342270599e-01 
1.3537176133721904e+00 0.0000000000000000e+00 2.1707871342270599e-01 
1.5707963267948966e+00 0.0000000000000000e+00 2.1707871342270596e-01 
7.8539816339744817e-01 2.1707871342270599e-01 2.1707871342270599e-01 
1.0024768768201542e+00 2.1707871342270593e-01 2.1707871342270593e-01 
1.3537176133721904e+00 2.1707871342270593e-01 2.1707871342270593e-01 
1.5707963267948963e+00 2.1707871342270599e-01 2.1707871342270599e-01 
7.8539816339744817e-01 5.6831944997474215e-01 2.1707871342270599e-01 
1.0024768768201542e+00 5.6831944997474215e-01 2.1707871342270596e-01 
1.3537176133721907e+00 5.6831944997474226e-01 2.1707871342270596e-01 
1.5707963267948963e+00 5.6831944997474215e-01 2.1707871342270599e-01 
7.8539816339744828e-01 7.8539816339744828e-01 2.1707871342270596e-01 
1.0024768768201542e+00 7.8539816339744817e-01 2.1707871342270599e-01 
1.3537176133721904e+00 7.8539816339744817e-01 2.1707871342270599e-01 
1.5707963267948966e+00 7.8539816339744828e-01 2.1707871342270596e-01 
7.8539816339744828e-01 0.0000000000000000e+00 5.6831944997474226e-01 
1.0024768768201542e+00 0.0000000000000000e+00 5.6831944997474215e-01 
1.3537176133721904e+00 0.0000000000000000e+00 5.6831944997474215e-01 
1.5707963267948966e+00 0.0000000000000000e+00 5.6831944997474226e-01 
7.8539816339744817e-01 2.1707871342270599e-01 5.6831944997474215e-01 
1.0024768768201542e+00 2.1707871342270596e-01 5.6831944997474215e-01 
1.3537176133721907e+00 2.1707871342270596e-01 5.6831944997474226e-01 
1.5707963267948963e+00 2.1707871342270599e-01 5.6831944997474215e-01 
7.8539816339744828e-01 5.6831944997474215e-01 5.6831944997474215e-01 
1.0024768768201544e+00 5.6831944997474226e-01 5.6831944997474226e-01 
1.3537176133721904e+00 5.6831944997474226e-01 5.6831944997474226e-01 
1.5707963267948966e+00 5.6831944997474215e-01 5.6831944997474215e-01 
7.8539816339744828e-01 7.8539816339744828e-01 5.6831944997474226e-01 
1.0024768768201542e+00 7.8539816339744817e-01 5.6831944997474215e-01 
1.3537176133721904e+00 7.8539816339744828e-01 5.6831944997474215e-01 
1.5707963267948966e+00 7.8539816339744828e-01 5.6831944997474226e-01 
7.8539816339744828e-01 0.0000000000000000e+00 7.8539816339744828e-01 
1.0024768768201542e+00 0.0000000000000000e+00 7.8539816339744828e-01 
1.3537176133721904e+00 0.0000000000000000e+00 7.8539816339744828e-01 
1.5707963267948966e+00 0.0000000000000000e+00 7.8539816339744828e-01 
7.8539816339744828e-01 2.1707871342270596e-01 7.8539816339744828e-01 
1.0024768768201542e+00 2.1707871342270599e-01 7.8539816339744817e-01 
1.3537176133721904e+00 2.1707871342270599e-01 7.8539816339744817e-01 
1.5707963267948966e+00 2.1707871342270596e-01 7.8539816339744828e-01 
7.8539816339744828e-01 5.6831944997474226e-01 7.8539816339744828e-01 
1.0024768768201542e+00 5.6831944997474215e-01 7.8539816339744817e-01 
1.3537176133721904e+00 5.6831944997474215e-01 7.8539816339744828e-01 
1.5707963267948966e+00 5.6831944997474226e-01 7.8539816339744828e-01 
7.8539816339744828e-01 7.8539816339744828e-01 7.8539816339744828e-01 
1.0024768768201542e+00 7.8539816339744828e-01 7.8539816339744828e-01 
1.3537176133721904e+00 7.8539816339744828e-01 7.8539816339744828e-01 
1.5707963267948966e+00 7.8539816339744828e-01 7.8539816339744828e-01 
0.0000000000000000e+00 7.8539816339744828e-01 0.0000000000000000e+00 
2.1707871342270596e-01 7.8539816339744828e-01 0.0000000000000000e+00 
5.6831944997474226e-01 7.8539816339744828e-01 0.0000000000000000e+00 
7.8539816339744828e-01 7.8539816339744828e-01 0.0000000000000000e+00 
0.0000000000000000e+00 1.0024768768201542e+00 0.0000000000000000e+00 
2.1707871342270599e-01 1.0024768768201542e+00 0.0000000000000000e+00 
5.6831944997474215e-01 1.0024768768201542e+00 0.0000000000000000e+00 
7.8539816339744828e-01 1.0024768768201542e+00 0.0000000000000000e+00 
0.0000000000000000e+00 1.3537176133721904e+00 0.0000000000000000e+00 
2.1707871342270599e-01 1.3537176133721904e+00 0.0000000000000000e+00 
5.6831944997474215e-01 1.3537176133721904e+00 0.0000000000000000e+00 
7.8539816339744828e-01 1.3537176133721904e+00 0.0000000000000000e+00 
0.0000000000000000e+00 1.5707963267948966e+00 0.0000000000000000e+00 
2.1707871342270596e-01 1.5707963267948966e+00 0.0000000000000000e+00 
5.6831944997474226e-01 1.5707963267948966e+00 0.0000000000000000e+00 
7.8539816339744828e-01 1.5707963267948966e+00 0.0000000000000000e+00 
0.0000000000000000e+00 7.8539816339744828e-01 2.1707871342270596e-01 
2.1707871342270599e-01 7.8539816339744817e-01 2.1707871342270599e-01 
5.6831944997474215e-01 7.8539816339744817e-01 2.1707871342270599e-01 
7.8539816339744828e-01 7.8539816339744828e-01 2.1707871342270596e-01 
0.0000000000000000e+00 1.0024768768201542e+00 2.1707871342270599e-01 
2.1707871342270593e-01 1.0024768768201542e+00 2.1707871342270593e-01 
5.6831944997474215e-01 1.0024768768201542e+00 2.1707871342270593e-01 
7.8539816339744817e-01 1.0024768768201542e+00 2.1707871342270599e-01 
0.0000000000000000e+00 1.3537176133721904e+00 2.1707871342270599e-01 
2.1707871342270593e-01 1.3537176133721904e+00 2.1707871342270596e-01 
5.6831944997474226e-01 1.3537176133721907e+00 2.1707871342270596e-01 
7.8539816339744817e-01 1.3537176133721904e+00 2.1707871342270599e-01 
0.0000000000000000e+00 1.5707963267948966e+00 2.1707871342270596e-01 
2.1707871342270599e-01 1.5707963267948963e+00 2.1707871342270599e-01 
5.6831944997474215e-01 1.5707963267948963e+00 2.1707871342270599e-01 
7.8539816339744828e-01 1.5707963267948966e+00 2.1707871342270596e-01 
0.0000000000000000e+00 7.8539816339744828e-01 5.6831944997474226e-01 
2.1707871342270599e-01 7.8539816339744817e-01 5.6831944997474215e-01 
5.6831944997474215e-01 7.8539816339744828e-01 5.6831944997474215e-01 
7.8539816339744828e-01 7.8539816339744828e-01 5.6831944997474226e-01 
0.0000000000000000e+00 1.0024768768201542e+00 5.6831944997474215e-01 
2.1707871342270596e-01 1.0024768768201542e+00 5.6831944997474215e-01 
5.6831944997474226e-01 1.0024768768201542e+00 5.6831944997474226e-01 
7.8539816339744817e-01 1.0024768768201542e+00 5.6831944997474215e-01 
0.0000000000000000e+00 1.3537176133721904e+00 5.6831944997474215e-01 
2.1707871342270596e-01 1.3537176133721904e+00 5.6831944997474226e-01 
5.6831944997474226e-01 1.3537176133721904e+00 5.6831944997474226e-01 
7.8539816339744828e-01 1.3537176133721904e+00 5.6831944997474215e-01 
0.0000000000000000e+00 1.5707963267948966e+00 5.6831944997474226e-01 
2.1707871342270599e-01 1.5707963267948963e+00 5.6831944997474215e-01 
5.6831944997474215e-01 1.5707963267948966e+00 5.6831944997474215e-01 
7.8539816339744828e-01 1.5707963267948966e+00 5.6831944997474226e-01 
0.0000000000000000e+00 7.8539816339744828e-01 7.8539816339744828e-01 
2.1707871342270596e-01 7.8539816339744828e-01 7.8539816339744828e-01 
5.6831944997474226e-01 7.8539816339744828e-01 7.8539816339744828e-01 
7.8539816339744828e-01 7.8539816339744828e-01 7.8539816339744828e-01 
0.0000000000000000e+00 1.0024768768201542e+00 7.8539816339744828e-01 
2.1707871342270599e-01 1.0024768768201542e+00 7.8539816339744817e-01 
5.6831944997474215e-01 1.0024768768201542e+00 7.8539816339744817e-01 
7.8539816339744828e-01 1.0024768768201542e+00 7.8539816339744828e-01 
0.0000000000000000e+00 1.3537176133721904e+00 7.8539816339744828e-01 
2.1707871342270599e-01 1.3537176133721904e+00 7.8539816339744817e-01 
5.6831944997474215e-01 1.3537176133721904e+00 7.8539816339744828e-01 
7.8539816339744828e-01 1.3537176133721904e+00 7.8539816339744828e-01 
0.0000000000000000e+00 1.5707963267948966e+00 7.8539816339744828e-01 
2.1707871342270596e-01 1.5707963267948966e+00 7.8539816339744828e-01 
5.6831944997474226e-01 1.5707963267948966e+00 7.8539816339744828e-01 
7.8539816339744828e-01 1.5707963267948966e+00 7.8539816339744828e-01 
7.8539816339744828e-01 7.8539816339744828e-01 0.0000000000000000e+00 
1.0024768768201542e+00 7.8539816339744828e-01 0.0000000000000000e+00 
1.3537176133721904e+00 7.8539816339744828e-01 0.0000000000000000e+00 
1.5707963267948966e+00 7.8539816339744828e-01 0.0000000000000000e+00 
7.8539816339744828e-01 1.0024768768201542e+00 0.0000000000000000e+00 
1.0024768768201542e+00 1.0024768768201542e+00 0.0000000000000000e+00 
1.3537176133721904e+00 1.0024768768201542e+00 0.0000000000000000e+00 
1.5707963267948966e+00 1.0024768768201542e+00 0.0000000000000000e+00 
7.8539816339744828e-01 1.3537176133721904e+00 0.0000000000000000e+00 
1.0024768768201542e+00 1.3537176133721904e+00 0.0000000000000000e+00 
1.3537176133721904e+00 1.3537176133721904e+00 0.0000000000000000e+00 
1.5707963267948966e+00 1.3537176133721904e+00 0.0000000000000000e+00 
7.8539816339744828e-01 1.5707963267948966e+00 0.0000000000000000e+00 
1.0024768768201542e+00 1.5707963267948966e+00 0.0000000000000000e+00 
1.3537176133721904e+00 1.5707963267948966e+00 0.0000000000000000e+00 
1.5707963267948966e+00 1.5707963267948966e+00 0.0000000000000000e+00 
7.8539816339744828e-01 7.8539816339744828e-01 2.1707871342270596e-01 
1.0024768768201542e+00 7.8539816339744817e-01 2.1707871342270599e-01 
1.3537176133721904e+00 7.8539816339744817e-01 2.1707871342270599e-01 
1.5707963267948966e+00 7.8539816339744828e-01 2.1707871342270596e-01 
7.8539816339744817e-01 1.0024768768201542e+00 2.1707871342270599e-01 
1.0024768768201542e+00 1.0024768768201542e+00 2.1707871342270593e-01 
1.3537176133721904e+00 1.0024768768201542e+00 2.1707871342270593e-01 
1.5707963267948963e+00 1.0024768768201542e+00 2.1707871342270599e-01 
7.8539816339744817e-01 1.3537176133721904e+00 2.1707871342270599e-01 
1.0024768768201542e+00 1.3537176133721904e+00 2.1707871342270596e-01 
1.3537176133721907e+00 1.3537176133721907e+00 2.1707871342270596e-01 
1.5707963267948963e+00 1.3537176133721904e+00 2.1707871342270599e-01 
7.8539816339744828e-01 1.5707963267948966e+00 2.1707871342270596e-01 
1.0024768768201542e+00 1.5707963267948963e+00 2.1707871342270599e-01 
1.3537176133721904e+00 1.5707963267948963e+00 2.1707871342270599e-01 
1.5707963267948966e+00 1.5707963267948966e+00 2.1707871342270596e-01 
7.8539816339744828e-01 7.8539816339744828e-01 5.6831944997474226e-01 
1.0024768768201542e+00 7.8539816339744817e-01 5.6831944997474215e-01 
1.3537176133721904e+00 7.8539816339744828e-01 5.6831944997474215e-01 
1.5707963267948966e+00 7.8539816339744828e-01 5.6831944997474226e-01 
7.8539816339744817e-01 1.0024768768201542e+00 5.6831944997474215e-01 
1.0024768768201542e+00 1.0024768768201542e+00 5.6831944997474215e-01 
1.3537176133721907e+00 1.0024768768201542e+00 5.6831944997474226e-01 
1.5707963267948963e+00 1.0024768768201542e+00 5.6831944997474215e-01 
7.8539816339744828e-01 1.3537176133721904e+00 5.6831944997474215e-01 
1.0024768768201544e+00 1.3537176133721904e+00 5.6831944997474226e-01 
1.3537176133721904e+00 1.3537176133721904e+00 5.6831944997474226e-01 
1.5707963267948966e+00 1.3537176133721904e+00 5.6831944997474215e-01 
7.8539816339744828e-01 1.5707963267948966e+00 5.6831944997474226e-01 
1.0024768768201542e+00 1.5707963267948963e+00 5.6831944997474215e-01 
1.3537176133721904e+00 1.5707963267948966e+00 5.6831944997474215e-01 
1.5707963267948966e+00 1.5707963267948966e+00 5.6831944997474226e-01 
7.8539816339744828e-01 7.8539816339744828e-01 7.8539816339744828e-01 
1.0024768768201542e+00 7.8539816339744828e-01 7.8539816339744828e-01 
1.3537176133721904e+00 7.8539816339744828e-01 7.8539816339744828e-01 
1.5707963267948966e+00 7.8539816339744828e-01 7.8539816339744828e-01 
7.8539816339744828e-01 1.0024768768201542e+00 7.8539816339744828e-01 
1.0024768768201542e+00 1.0024768768201542e+00 7.8539816339744817e-01 
1.3537176133721904e+00 1.0024768768201542e+00 7.8539816339744817e-01 
1.5707963267948966e+00 1.0024768768201542e+00 7.8539816339744828e-01 
7.8539816339744828e-01 1.3537176133721904e+00 7.8539816339744828e-01 
1.0024768768201542e+00 1.3537176133721904e+00 7.8539816339744817e-01 
1.3537176133721904e+00 1.3537176133721904e+00 7.8539816339744828e-01 
1.5707963267948966e+00 1.3537176133721904e+00 7.8539816339744828e-01 
7.8539816339744828e-01 1.5707963267948966e+00 7.8539816339744828e-01 
1.0024768768201542e+00 1.5707963267948966e+00 7.8539816339744828e-01 
1.3537176133721904e+00 1.5707963267948966e+00 7.8539816339744828e-01 
1.5707963267948966e+00 1.5707963267948966e+00 7.8539816339744828e-01 
0.0000000000000000e+00 0.0000000000000000e+00 7.8539816339744828e-01 
2.1707871342270596e-01 0.0000000000000000e+00 7.8539816339744828e-01 
5.6831944997474226e-01 0.0000000000000000e+00 7.8539816339744828e-01 
7.8539816339744828e-01 0.0000000000000000e+00 7.8539816339744828e-01 
0.0000000000000000e+00 2.1707871342270596e-01 7.8539816339744828e-01 
2.1707871342270599e-01 2.1707871342270599e-01 7.8539816339744817e-01 
5.6831944997474215e-01 2.1707871342270599e-01 7.8539816339744817e-01 
7.8539816339744828e-01 2.1707871342270596e-01 7.8539816339744828e-01 
0.0000000000000000e+00 5.6831944997474226e-01 7.8539816339744828e-01 
2.1707871342270599e-01 5.6831944997474215e-01 7.8539816339744817e-01 
5.6831944997474215e-01 5.6831944997474215e-01 7.8539816339744828e-01 
7.8539816339744828e-01 5.6831944997474226e-01 7.8539816339744828e-01 
0.0000000000000000e+00 7.8539816339744828e-01 7.8539816339744828e-01 
2.1707871342270596e-01 7.8539816339744828e-01 7.8539816339744828e-01 
5.6831944997474226e-01 7.8539816339744828e-01 7.8539816339744828e-01 
7.8539816339744828e-01 7.8539816339744828e-01 7.8539816339744828e-01 
0.0000000000000000e+00 0.0000000000000000e+00 1.0024768768201542e+00 
2.1707871342270599e-01 0.0000000000000000e+00 1.0024768768201542e+00 
5.6831944997474215e-01 0.0000000000000000e+00 1.0024768768201542e+00 
7.8539816339744828e-01 0.0000000000000000e+00 1.0024768768201542e+00 
0.0000000000000000e+00 2.1707871342270599e-01 1.0024768768201542e+00 
2.1707871342270593e-01 2.1707871342270593e-01 1.0024768768201540e+00 
5.6831944997474215e-01 2.1707871342270593e-01 1.0024768768201542e+00 
7.8539816339744817e-01 2.1707871342270599e-01 1.0024768768201542e+00 
0.0000000000000000e+00 5.6831944997474215e-01 1.0024768768201542e+00 
2.1707871342270593e-01 5.6831944997474215e-01 1.0024768768201542e+00 
5.6831944997474226e-01 5.6831944997474226e-01 1.0024768768201542e+00 
7.8539816339744817e-01 5.6831944997474215e-01 1.0024768768201542e+00 
0.0000000000000000e+00 7.8539816339744828e-01 1.0024768768201542e+00 
2.1707871342270599e-01 7.8539816339744817e-01 1.0024768768201542e+00 
5.6831944997474215e-01 7.8539816339744817e-01 1.0024768768201542e+00 
7.8539816339744828e-01 7.8539816339744828e-01 1.0024768768201542e+00 
0.0000000000000000e+00 0.0000000000000000e+00 1.3537176133721904e+00 
2.1707871342270599e-01 0.0000000000000000e+00 1.3537176133721904e+00 
5.6831944997474215e-01 0.0000000000000000e+00 1.3537176133721904e+00 
7.8539816339744828e-01 0.0000000000000000e+00 1.3537176133721904e+00 
0.0000000000000000e+00 2.1707871342270599e-01 1.3537176133721904e+00 
2.1707871342270596e-01 2.1707871342270596e-01 1.3537176133721904e+00 
5.6831944997474226e-01 2.1707871342270596e-01 1.3537176133721904e+00 
7.8539816339744817e-01 2.1707871342270599e-01 1.3537176133721904e+00 
0.0000000000000000e+00 5.6831944997474215e-01 1.3537176133721904e+00 
2.1707871342270596e-01 5.6831944997474226e-01 1.3537176133721904e+00 
5.6831944997474226e-01 5.6831944997474226e-01 1.3537176133721904e+00 
7.8539816339744828e-01 5.6831944997474215e-01 1.3537176133721904e+00 
0.0000000000000000e+00 7.8539816339744828e-01 1.3537176133721904e+00 
2.1707871342270599e-01 7.8539816339744817e-01 1.3537176133721904e+00 
5.6831944997474215e-01 7.8539816339744828e-01 1.3537176133721904e+00 
7.8539816339744828e-01 7.8539816339744828e-01 1.3537176133721904e+00 
0.0000000000000000e+00 0.0000000000000000e+00 1.5707963267948966e+00 
2.1707871342270596e-01 0.0000000000000000e+00 1.5707963267948966e+00 
5.6831944997474226e-01 0.0000000000000000e+00 1.5707963267948966e+00 
7.8539816339744828e-01 0.0000000000000000e+00 1.5707963267948966e+00 
0.0000000000000000e+00 2.1707871342270596e-01 1.5707963267948966e+00 
2.1707871342270599e-01 2.1707871342270599e-01 1.5707963267948963e+00 
5.6831944997474215e-01 2.1707871342270599e-01 1.5707963267948963e+00 
7.8539816339744828e-01 2.1707871342270596e-01 1.5707963267948966e+00 
0.0000000000000000e+00 5.6831944997474226e-01 1.5707963267948966e+00 
2.1707871342270599e-01 5.6831944997474215e-01 1.5707963267948963e+00 
5.6831944997474215e-01 5.6831944997474215e-01 1.5707963267948966e+00 
7.8539816339744828e-01 5.6831944997474226e-01 1.5707963267948966e+00 
0.0000000000000000e+00 7.8539816339744828e-01 1.5707963267948966e+00 
2.1707871342270596e-01 7.8539816339744828e-01 1.5707963267948966e+00 
5.6831944997474226e-01 7.8539816339744828e-01 1.5707963267948966e+00 
7.8539816339744828e-01 7.8539816339744828e-01 1.5707963267948966e+00 
7.8539816339744828e-01 0.0000000000000000e+00 7.8539816339744828e-01 
1.0024768768201542e+00 0.0000000000000000e+00 7.8539816339744828e-01 
1.3537176133721904e+00 0.0000000000000000e+00 7.8539816339744828e-01 
1.5707963267948966e+00 0.0000000000000000e+00 7.8539816339744828e-01 
7.8539816339744828e-01 2.1707871342270596e-01 7.8539816339744828e-01 
1.0024768768201542e+00 2.1707871342270599e-01 7.8539816339744817e-01 
1.3537176133721904e+00 2.1707871342270599e-01 7.8539816339744817e-01 
1.5707963267948966e+00 2.1707871342270596e-01 7.8539816339744828e-01 
7.8539816339744828e-01 5.6831944997474226e-01 7.8539816339744828e-01 
1.0024768768201542e+00 5.6831944997474215e-01 7.8539816339744817e-01 
1.3537176133721904e+00 5.6831944997474215e-01 7.8539816339744828e-01 
1.5707963267948966e+00 5.6831944997474226e-01 7.8539816339744828e-01 
7.8539816339744828e-01 7.8539816339744828e-01 7.8539816339744828e-01 
1.0024768768201542e+00 7.8539816339744828e-01 7.8539816339744828e-01 
1.3537176133721904e+00 7.8539816339744828e-01 7.8539816339744828e-01 
1.5707963267948966e+00 7.8539816339744828e-01 7.8539816339744828e-01 
7.8539816339744828e-01 0.0000000000000000e+00 1.0024768768201542e+00 
1.0024768768201542e+00 0.0000000000000000e+00 1.0024768768201542e+00 
1.3537176133721904e+00 0.0000000000000000e+00 1.0024768768201542e+00 
1.5707963267948966e+00 0.0000000000000000e+00 1.0024768768201542e+00 
7.8539816339744817e-01 2.1707871342270599e-01 1.0024768768201542e+00 
1.0024768768201542e+00 2.1707871342270593e-01 1.0024768768201540e+00 
1.3537176133721904e+00 2.1707871342270593e-01 1.0024768768201542e+00 
1.5707963267948963e+00 2.1707871342270599e-01 1.0024768768201542e+00 
7.8539816339744817e-01 5.6831944997474215e-01 1.0024768768201542e+00 
1.0024768768201542e+00 5.6831944997474215e-01 1.0024768768201542e+00 
1.3537176133721907e+00 5.6831944997474226e-01 1.0024768768201542e+00 
1.5707963267948963e+00 5.6831944997474215e-01 1.0024768768201542e+00 
7.8539816339744828e-01 7.8539816339744828e-01 1.0024768768201542e+00 
1.0024768768201542e+00 7.8539816339744817e-01 1.0024768768201542e+00 
1.3537176133721904e+00 7.8539816339744817e-01 1.0024768768201542e+00 
1.5707963267948966e+00 7.8539816339744828e-01 1.0024768768201542e+00 
7.8539816339744828e-01 0.0000000000000000e+00 1.3537176133721904e+00 
1.0024768768201542e+00 0.0000000000000000e+00 1.3537176133721904e+00 
1.3537176133721904e+00 0.0000000000000000e+00 1.3537176133721904e+00 
1.5707963267948966e+00 0.0000000000000000e+00 1.3537176133721904e+00 
7.8539816339744817e-01 2.1707871342270599e-01 1.3537176133721904e+00 
1.0024768768201542e+00 2.1707871342270596e-01 1.3537176133721904e+00 
1.3537176133721907e+00 2.1707871342270596e-01 1.3537176133721904e+00 
1.5707963267948963e+00 2.1707871342270599e-01 1.3537176133721904e+00 
7.8539816339744828e-01 5.6831944997474215e-01 1.3537176133721904e+00 
1.0024768768201544e+00 5.6831944997474226e-01 1.3537176133721904e+00 
1.3537176133721904e+00 5.6831944997474226e-01 1.3537176133721904e+00 
1.5707963267948966e+00 5.6831944997474215e-01 1.3537176133721904e+00 
7.8539816339744828e-01 7.8539816339744828e-01 1.3537176133721904e+00 
1.0024768768201542e+00 7.8539816339744817e-01 1.3537176133721904e+00 
1.3537176133721904e+00 7.8539816339744828e-01 1.3537176133721904e+00 
1.5707963267948966e+00 7.8539816339744828e-01 1.3537176133721904e+00 
7.8539816339744828e-01 0.0000000000000000e+00 1.5707963267948966e+00 
1.0024768768201542e+00 0.0000000000000000e+00 1.5707963267948966e+00 
1.3537176133721904e+00 0.0000000000000000e+00 1.5707963267948966e+00 
1.5707963267948966e+00 0.0000000000000000e+00 1.5707963267948966e+00 
7.8539816339744828e-01 2.1707871342270596e-01 1.5707963267948966e+00 
1.0024768768201542e+00 2.1707871342270599e-01 1.5707963267948963e+00 
1.3537176133721904e+00 2.1707871342270599e-01 1.5707963267948963e+00 
1.5707963267948966e+00 2.1707871342270596e-01 1.5707963267948966e+00 
7.8539816339744828e-01 5.6831944997474226e-01 1.5707963267948966e+00 
